92.75,2409.75,0.0237,1.1347
91,2425.18,0.02393,1.1425
92,2427.43,0.02371,1.1404
99.5,2425.53,0.02362,1.1404
103.25,2443.25,0.02327,1.1474
105,2447.83,0.02348,1.1419
104.5,2459.27,0.02319,1.1404
103.5,2459.14,0.02309,1.1475
98.5,2460.61,0.02263,1.1474
99.25,2473.83,0.02268,1.155
99,2473.45,0.02266,1.1528
94,2472.54,0.02232,1.1629
90.5,2469.91,0.02254,1.1682
91.25,2477.13,0.02326,1.1639
91.25,2477.83,0.02282,1.1645
91.5,2475.42,0.0231,1.1728
91.5,2472.1,0.02289,1.1689
95,2470.3,0.02292,1.1747
95.75,2476.35,0.02251,1.1824
93.5,2477.57,0.02262,1.1811
93.5,2472.16,0.02228,1.1851
95,2476.83,0.02267,1.1885
95,2480.91,0.02257,1.1778
95.25,2474.92,0.02283,1.1801
94.25,2474.02,0.02241,1.1755
94,2438.21,0.02212,1.1762
93.25,2441.32,0.02189,1.177
92.25,2465.84,0.02219,1.1826
93.5,2464.61,0.02266,1.1776
95,2468.11,0.02226,1.1741
94.25,2430.01,0.02199,1.1774
92,2425.55,0.02194,1.1716
90.5,2428.37,0.0218,1.1756
91,2452.51,0.02215,1.1812
90,2444.04,0.02171,1.1762
93.5,2438.97,0.02194,1.1817
93,2443.05,0.02169,1.1802
96.5,2444.24,0.02159,1.1952
92,2446.3,0.02136,1.1964
93.5,2457.59,0.02143,1.197
94,2471.65,0.02121,1.1893
92.25,2476.55,0.02157,1.191
90.25,2476.55,0.02157,1.1883
88.75,2457.85,0.0207,1.1893
87.25,2465.54,0.02108,1.1924
85.25,2465.1,0.02061,1.1928
84,2461.43,0.02061,1.2029
84.5,2488.11,0.02125,1.2018
87.5,2496.48,0.02171,1.1959
88.5,2498.37,0.02195,1.1975
88,2495.62,0.02197,1.1891
87,2500.23,0.02202,1.1922
85.5,2503.87,0.02229,1.1937
84.5,2506.65,0.02243,1.1959
82,2508.24,0.02277,1.1993
84.75,2500.6,0.02278,1.1872
85,2502.22,0.02262,1.1946
84.75,2496.66,0.0222,1.1927
84.75,2496.84,0.02229,1.1856
83,2507.04,0.02309,1.1786
83,2510.06,0.02309,1.175
84.5,2519.36,0.02326,1.1782
85,2529.12,0.02337,1.1807
86.25,2534.58,0.02334,1.1734
85.5,2537.74,0.0233,1.1748
85.75,2552.07,0.0235,1.1757
88,2549.33,0.0237,1.1712
91.75,2544.73,0.02361,1.1742
92.5,2550.64,0.02345,1.1742
94,2555.24,0.02345,1.1815
94,2550.93,0.02323,1.1865
100,2553.17,0.0228,1.1832
99.25,2557.64,0.02307,1.1814
99.5,2559.36,0.02298,1.1795
97.75,2561.26,0.02339,1.1772
100.5,2562.1,0.02321,1.1795
102.5,2575.21,0.02381,1.1848
113,2564.98,0.02376,1.1754
112.5,2569.13,0.02406,1.1759
116.25,2557.15,0.02444,1.1759
110.5,2560.4,0.02452,1.1821
114,2581.07,0.02428,1.1637
122.25,2572.83,0.0237,1.1605
118.75,2575.26,0.02376,1.1653
120.5,2579.36,0.02376,1.1652
122,2579.85,0.02347,1.1629
125.75,2587.84,0.02343,1.1662
121.5,2591.13,0.0232,1.1615
119.25,2590.64,0.02307,1.1613
122,2594.38,0.02325,1.1601
119,2584.62,0.02331,1.1597
121.25,2582.3,0.024,1.1647
119,2584.84,0.024,1.1661
133.25,2578.87,0.02381,1.1665
127.25,2564.62,0.02335,1.1793
129,2585.64,0.02361,1.1793
134.75,2578.85,0.02354,1.1777
132.75,2582.14,0.02372,1.1732
142,2599.03,0.02363,1.1741
150,2597.08,0.02322,1.1737
148.25,2597.08,0.02322,1.1815
150,2602.42,0.02322,1.1854
146.5,2601.42,0.02328,1.1926
152,2627.04,0.02338,1.1905
146.5,2626.07,0.02376,1.1848
148.5,2647.58,0.02417,1.1852
146,2642.22,0.02362,1.1898
149.75,2639.44,0.02379,1.186
143,2629.57,0.02356,1.1868
137,2629.27,0.0233,1.1833
182.5,2636.98,0.02376,1.1804
176.5,2651.5,0.02383,1.1772
189.5,2659.99,0.02385,1.177
186.5,2664.11,0.02403,1.1778
185,2662.85,0.02349,1.1743
186,2652.01,0.02346,1.1836
184.5,2675.81,0.02355,1.1775
196,2690.16,0.02392,1.1744
195.5,2681.47,0.02463,1.1784
199,2679.25,0.02497,1.1841
195,2684.57,0.02481,1.1878
192,2683.34,0.02485,1.1857
190,2682.62,0.02414,1.1858
182.5,2687.54,0.02432,1.1901
191,2673.61,0.02405,1.1942
188.6,2695.81,0.02465,1.2012
186.6,2713.06,0.02447,1.2063
190,2723.99,0.02453,1.201
189.8,2743.15,0.02476,1.2069
184.6,2747.71,0.0248,1.2037
178.8,2751.29,0.02546,1.197
187,2748.23,0.0255,1.1929
180.2,2767.56,0.02531,1.1956
181,2786.24,0.02552,1.2042
179.4,2786.24,0.02552,1.2192
179.6,2776.42,0.02544,1.2268
178.8,2802.56,0.02578,1.2271
180.8,2798.03,0.02611,1.2184
182.8,2810.3,0.02637,1.2237
182,2832.97,0.02665,1.2256
179.2,2839.13,0.02624,1.2256
177.4,2837.54,0.02654,1.231
176.6,2839.25,0.02621,1.2391
175.8,2872.87,0.02662,1.2392
174,2853.53,0.02699,1.2428
171.8,2822.43,0.02726,1.2381
173.4,2823.81,0.0272,1.241
172.2,2821.98,0.02773,1.2419
168.2,2762.13,0.02854,1.251
166,2648.94,0.02794,1.2447
161,2695.14,0.02768,1.2368
167.2,2681.66,0.02844,1.2381
157.4,2581,0.02851,1.2268
152.8,2619.55,0.02829,1.2261
153,2656,0.02857,1.2253
151,2662.94,0.0284,1.2304
161,2698.63,0.02913,1.2354
172.8,2731.2,0.02891,1.2467
174.2,2732.22,0.02877,1.2504
171,2732.22,0.02877,1.2412
168.6,2716.26,0.02893,1.2399
169.2,2701.33,0.02943,1.2335
165.8,2703.96,0.02917,1.2282
162.8,2747.3,0.02871,1.2327
161.2,2779.6,0.02859,1.2287
160.4,2744.28,0.02908,1.2316
156.8,2713.83,0.02868,1.223
151,2677.67,0.02804,1.2191
154,2691.25,0.02857,1.2271
153.2,2720.94,0.02881,1.2315
159,2728.12,0.02877,1.2337
156.8,2726.8,0.02883,1.2417
155,2738.97,0.02866,1.2415
159.4,2786.57,0.02894,1.2307
166.2,2783.02,0.0287,1.2309
160.4,2765.31,0.02848,1.234
168.6,2749.48,0.02817,1.2392
178,2747.33,0.02826,1.2376
181.8,2752.01,0.02848,1.2309
187.2,2712.92,0.02845,1.2281
184,2716.94,0.02879,1.2337
179.2,2711.93,0.02907,1.2252
175,2643.69,0.02832,1.2348
181.2,2588.26,0.0283,1.2325
177.2,2658.55,0.02843,1.2354
175,2612.62,0.02786,1.2457
172,2605,0.02775,1.2408
173,2640.87,0.02741,1.231
169.6,2614.45,0.02784,1.2293
166,2644.69,0.02788,1.2279
173,2662.84,0.02832,1.2287
178.6,2604.47,0.02775,1.2252
178.6,2613.16,0.02786,1.2271
179,2656.87,0.02797,1.2322
180,2642.19,0.0279,1.2363
180.6,2663.99,0.02834,1.2372
176.4,2656.3,0.02829,1.233
177,2677.84,0.02832,1.2333
179,2706.39,0.02814,1.2385
184.8,2708.64,0.02867,1.2373
194.4,2693.13,0.02914,1.2379
196.2,2670.14,0.02951,1.2346
200,2670.29,0.02973,1.2273
208,2634.56,0.02983,1.2209
200,2639.4,0.03024,1.2241
200,2666.94,0.0299,1.2172
200.5,2669.91,0.02957,1.211
203,2648.05,0.02936,1.2123
198,2635.67,0.02964,1.1992
191.6,2629.73,0.02946,1.1951
193,2663.42,0.02944,1.1989
192,2672.63,0.0295,1.1955
191.6,2671.92,0.02969,1.1934
189.8,2697.79,0.03004,1.1868
199,2727.72,0.02971,1.1918
204,2730.13,0.02995,1.1952
208,2711.45,0.0308,1.1931
214.5,2722.46,0.03095,1.1821
224.5,2720.13,0.03109,1.1817
239,2712.97,0.03067,1.1795
242,2733.01,0.03065,1.1767
237,2724.44,0.03065,1.1792
244.5,2733.29,0.03003,1.1789
236,2727.76,0.02981,1.171
253,2721.33,0.02931,1.1723
247,2721.33,0.02931,1.1689
260,2689.86,0.02768,1.1627
273,2724.01,0.02842,1.1539
262,2705.27,0.02822,1.1667
253,2734.62,0.02895,1.1693
243.5,2746.87,0.02937,1.1669
238.5,2748.8,0.02919,1.1701
238.5,2772.35,0.02975,1.1726
227,2770.37,0.02933,1.1786
240,2779.03,0.02937,1.1795
239,2782,0.02957,1.1784
240.5,2786.85,0.02957,1.1774
236,2775.63,0.02977,1.1748
238.5,2782.49,0.02946,1.1808
260,2779.66,0.02924,1.1567
249,2773.75,0.02926,1.1596
245.5,2762.59,0.02893,1.1631
244,2767.32,0.02928,1.1589
250.5,2749.76,0.02897,1.1579
250.5,2754.88,0.029,1.1606
240.5,2717.07,0.02875,1.1661
236,2723.06,0.0288,1.1703
231.5,2699.63,0.02827,1.165
220,2716.31,0.02847,1.1564
220.5,2718.37,0.02849,1.1563
214.5,2726.71,0.02866,1.1679
220.5,2713.22,0.02866,1.1642
224,2713.22,0.02866,1.1659
237,2736.61,0.0284,1.1662
233.5,2759.82,0.02831,1.1696
217.5,2784.17,0.0286,1.1752
221,2793.84,0.02873,1.1757
223,2774.02,0.02842,1.1727
228,2798.29,0.02853,1.1677
224,2801.31,0.02831,1.1666
218,2798.43,0.02858,1.1679
219,2809.55,0.02864,1.1709
222,2815.62,0.02875,1.1653
220,2804.49,0.02847,1.1646
214.5,2801.83,0.02895,1.1655
222,2806.98,0.02965,1.1742
217.5,2820.4,0.02949,1.1694
223,2846.07,0.02936,1.1686
218.5,2837.44,0.02975,1.1738
224,2818.82,0.0296,1.1643
218,2802.6,0.02975,1.166
220,2816.29,0.02964,1.1707
214.5,2813.36,0.03003,1.169
218.5,2827.22,0.02986,1.1666
217.5,2840.35,0.02953,1.1586
212,2850.4,0.02938,1.1562
218.5,2858.45,0.02973,1.1558
227,2857.7,0.02971,1.1603
231,2853.58,0.02935,1.1611
227,2833.28,0.02857,1.1524
220.5,2821.93,0.02877,1.1395
220,2839.96,0.02895,1.1403
223.5,2818.37,0.02852,1.1346
237.5,2840.69,0.02871,1.1344
234.5,2850.13,0.02873,1.1371
236.5,2857.05,0.02823,1.1438
239,2862.96,0.02844,1.1491
228,2861.82,0.02823,1.1577
223,2856.98,0.02821,1.1585
225.5,2874.69,0.02826,1.1543
230.5,2896.74,0.02848,1.1649
214.5,2897.52,0.02884,1.1684
204.5,2914.04,0.02884,1.1691
201,2901.13,0.0286,1.171
199,2901.52,0.02853,1.1665
208,2901.52,0.02853,1.1601
202.5,2896.72,0.02902,1.1615
196.4,2888.6,0.02902,1.1587
189,2878.05,0.02879,1.1635
182,2871.68,0.02942,1.162
180.8,2877.13,0.02937,1.1561
180.8,2887.89,0.02977,1.1596
181.6,2888.92,0.02963,1.1596
178.8,2904.18,0.02963,1.1629
181.8,2904.98,0.02994,1.1692
175.8,2888.8,0.03001,1.1629
174.4,2904.31,0.03048,1.1669
172.8,2907.95,0.03083,1.168
171.2,2930.75,0.03078,1.1675
177,2929.67,0.03068,1.1776
175,2919.37,0.03078,1.1751
188.6,2915.56,0.03102,1.1753
187.6,2905.97,0.03061,1.1763
195,2914,0.03056,1.1749
187,2913.98,0.03056,1.1637
186.4,2924.59,0.0308,1.1605
182.8,2923.43,0.03056,1.1578
184,2925.51,0.03161,1.1552
183.2,2901.61,0.03197,1.1476
173.4,2885.57,0.03225,1.1518
174,2884.43,0.03233,1.1523
174,2880.34,0.03208,1.1494
172.6,2785.68,0.03225,1.1507
167,2728.37,0.03133,1.1533
167.6,2767.13,0.03141,1.159
161.4,2750.79,0.03163,1.1551
165.6,2809.92,0.03156,1.1583
165,2809.21,0.03179,1.1575
160.8,2768.78,0.03175,1.1501
156,2767.78,0.03198,1.146
152.4,2755.88,0.03196,1.1509
155,2740.69,0.03166,1.1468
154,2656.1,0.03124,1.1473
147.4,2705.57,0.03136,1.1399
146.4,2658.69,0.03077,1.1378
151.2,2641.25,0.03087,1.1399
148,2682.63,0.0311,1.1376
158.8,2711.74,0.03159,1.1346
162.2,2740.37,0.03144,1.1317
170,2723.06,0.03214,1.1403
174.2,2738.31,0.03201,1.1398
165,2755.45,0.03214,1.1413
158.2,2813.89,0.03213,1.1439
153.2,2806.83,0.03234,1.1434
155.4,2781.01,0.03189,1.1368
151.8,2726.22,0.03186,1.1325
151.4,2722.18,0.03145,1.1233
147.4,2701.58,0.0312,1.1311
144.4,2730.2,0.03118,1.1312
149.6,2736.27,0.03074,1.1325
151.6,2690.73,0.03057,1.1414
145.4,2641.89,0.03048,1.1455
150,2649.93,0.03061,1.1372
143,2649.93,0.03061,1.1388
144.6,2632.56,0.03061,1.1403
137.2,2673.45,0.03072,1.1337
134.8,2682.17,0.03055,1.1333
144.8,2743.79,0.03044,1.1299
144.8,2737.8,0.03035,1.1369
150,2760.17,0.03013,1.1393
152,2790.37,0.02992,1.1342
145.8,2700.06,0.02924,1.1355
151.8,2700.06,0.02924,1.1343
144.6,2695.95,0.02876,1.1349
142.6,2633.08,0.0285,1.1375
135.6,2637.72,0.02856,1.1401
136,2636.78,0.02879,1.1357
157.6,2651.07,0.02906,1.1323
153.8,2650.54,0.02911,1.1373
149.2,2599.95,0.02891,1.1364
142.6,2545.94,0.02857,1.1306
136,2546.16,0.02825,1.135
139.6,2506.96,0.02778,1.1375
139.8,2467.42,0.02789,1.139
135,2416.62,0.02792,1.1457
127.8,2488.83,0.02743,1.1361
131.2,2485.74,0.02736,1.1431
131,2510.03,0.02661,1.1462
130,2447.89,0.02554,1.1318
135,2531.94,0.02659,1.1391
136.8,2549.69,0.02682,1.141
143.6,2574.41,0.02716,1.148
153.6,2584.96,0.02728,1.1456
149.8,2596.64,0.02731,1.1555
152.4,2596.26,0.02701,1.151
152.2,2582.61,0.0271,1.146
143,2610.3,0.02711,1.1473
143,2616.1,0.02731,1.1417
143.4,2635.96,0.02749,1.1398
144.2,2670.71,0.02784,1.1393
146.2,2670.71,0.02784,1.1366
142.8,2632.9,0.0273,1.1369
141,2638.7,0.02755,1.1364
140,2642.33,0.02712,1.1388
139.6,2664.76,0.02753,1.1313
141,2643.85,0.02744,1.1413
145,2640,0.02712,1.143
144,2681.05,0.02695,1.1435
145.8,2704.1,0.02635,1.1488
144,2706.53,0.02691,1.145
145,2724.87,0.02724,1.1455
144.8,2737.7,0.02702,1.1436
142.4,2731.61,0.02702,1.141
141.6,2706.05,0.02652,1.1366
139,2707.88,0.02632,1.1339
142.2,2709.8,0.02661,1.1324
143.4,2744.73,0.02684,1.1279
151.4,2753.03,0.02708,1.1335
155.4,2745.73,0.02657,1.1265
153,2775.6,0.02666,1.1295
153,2775.6,0.02666,1.1298
155.6,2779.76,0.02647,1.1312
158.6,2784.7,0.02654,1.1343
159,2774.88,0.02688,1.1346
161.2,2792.67,0.02655,1.1343
174,2796.11,0.02673,1.1342
178.6,2793.9,0.02636,1.1368
178,2792.38,0.02693,1.1393
174,2784.49,0.02711,1.138
173,2803.69,0.02755,1.1373
173,2792.81,0.02722,1.1376
174,2789.65,0.02722,1.1337
172.2,2771.45,0.02692,1.1307
164.6,2748.93,0.02636,1.1314
166.4,2743.07,0.02625,1.1198
172.6,2783.3,0.02643,1.1232
169.2,2791.52,0.02605,1.1259
174,2810.92,0.02611,1.1287
179.6,2808.48,0.0263,1.1331
195,2822.48,0.02593,1.1308
193,2832.94,0.02602,1.132
208,2832.57,0.02614,1.1336
208,2824.23,0.02535,1.1355
219,2854.88,0.02537,1.1428
231,2800.71,0.02455,1.1375
222,2798.36,0.0242,1.1296
221.5,2818.46,0.02414,1.1316
218,2805.37,0.02374,1.1275
215,2815.44,0.02389,1.1252
228,2834.4,0.02414,1.123
226.5,2867.19,0.02497,1.1224
223,2867.24,0.02481,1.1206
227,2873.4,0.02517,1.1204
226,2879.39,0.02512,1.1247
232,2892.74,0.02501,1.1226
229,2895.77,0.02519,1.122
225.5,2878.2,0.02499,1.1256
221,2888.21,0.02477,1.1267
222,2888.32,0.02504,1.1277
221,2907.41,0.0256,1.1261
216,2905.58,0.02553,1.1305
218.5,2907.06,0.02592,1.1305
215.5,2900.45,0.02592,1.1285
216,2905.03,0.0256,1.1297
218,2933.68,0.0257,1.1259
218,2927.25,0.02522,1.1224
217,2926.17,0.02534,1.1153
220,2939.88,0.02505,1.1137
221,2943.03,0.02536,1.115
223.5,2945.83,0.02509,1.1185
222,2917.52,0.02552,1.1201
222,2945.64,0.02531,1.1174
223,2932.47,0.025,1.1186
229.5,2884.05,0.02448,1.1202
220,2879.42,0.02482,1.1191
221.5,2870.72,0.02457,1.1198
232,2881.4,0.02455,1.1222
226.5,2811.87,0.02405,1.1236
231,2834.41,0.02419,1.1233
230.5,2850.96,0.02379,1.1204
247,2876.32,0.02405,1.1207
251,2859.53,0.02393,1.1174
243.5,2840.23,0.02416,1.1165
239.5,2864.36,0.02426,1.1169
241,2856.27,0.02393,1.1169
232,2822.24,0.02296,1.1155
232,2826.06,0.02324,1.1185
232.5,2826.06,0.02324,1.121
238.5,2802.39,0.02268,1.1194
228,2783.02,0.02236,1.1171
235,2752.06,0.02142,1.1131
232,2744.45,0.02081,1.1174
247,2803.27,0.02119,1.1246
257,2826.15,0.02123,1.1254
264.5,2873.34,0.02084,1.1277
262.5,2885.72,0.0214,1.1318
259,2879.84,0.02127,1.133
254,2891.64,0.02091,1.1296
251.5,2886.98,0.02093,1.128
247,2917.75,0.0206,1.1225
246,2926.46,0.02029,1.1198
252.5,2954.18,0.02001,1.1238
252,2945.35,0.02021,1.1385
244,2917.38,0.01994,1.14
242,2913.78,0.02049,1.137
238,2924.92,0.02005,1.1375
240,2941.76,0.02,1.1373
238.5,2964.33,0.02034,1.1365
238,2973.01,0.01976,1.1287
237,2995.82,0.01976,1.1293
243,2995.82,0.01976,1.1288
238,2990.41,0.02048,1.1286
238.5,2975.95,0.02034,1.1227
236,2979.63,0.02054,1.1216
234,2993.07,0.02061,1.1208
243.5,2999.91,0.0212,1.1259
245.5,3013.77,0.02106,1.1252
245,3014.3,0.02092,1.1272
240.5,3004.04,0.02122,1.1262
237,2984.42,0.02061,1.1212
236,2995.11,0.02038,1.123
238.5,2976.61,0.02048,1.1262
240,2985.03,0.02043,1.1218
238.5,3005.47,0.02074,1.1206
233.5,3019.56,0.0205,1.1151
233,3003.67,0.02074,1.1142
231,3025.86,0.02081,1.1146
231,3020.97,0.02055,1.1132
228,3013.18,0.02061,1.1143
231,2980.38,0.02021,1.1158
231,2953.56,0.01894,1.1072
226,2932.05,0.01855,1.1079
211,2881.77,0.01739,1.1244
218,2883.98,0.01684,1.1207
234.5,2938.09,0.01716,1.1204
228,2918.65,0.01734,1.1187
232,2882.7,0.01639,1.1208
236.5,2926.32,0.0168,1.1218
243,2840.6,0.01581,1.1177
250,2847.6,0.01529,1.1143
269.5,2888.68,0.01539,1.1114
279.5,2923.65,0.01598,1.1094
273.5,2900.51,0.01561,1.1083
293,2924.43,0.01577,1.1098
292.5,2922.95,0.0161,1.1091
292,2847.11,0.01528,1.1084
294,2878.38,0.01545,1.1143
291,2869.16,0.0149,1.1104
286,2887.94,0.01466,1.109
288,2924.58,0.01516,1.1086
281,2926.46,0.01506,1.1062
281,2926.46,0.01506,1.0992
280.5,2906.27,0.01466,1.0969
293,2937.78,0.01459,1.0975
295,2976,0.01565,1.1035
302,2978.71,0.0155,1.1036
290,2978.43,0.01622,1.1021
284,2979.39,0.01702,1.1048
279,3000.93,0.01733,1.105
239.5,3009.57,0.01791,1.1013
241,3007.39,0.01903,1.1058
245,2997.96,0.01841,1.1083
246.5,3005.7,0.01812,1.1006
250.5,3006.73,0.01786,1.1075
252,3006.79,0.01774,1.1031
254,2992.07,0.01755,1.1049
253.5,2991.78,0.01708,1.1019
250.5,2966.6,0.01635,1.0994
250.5,2984.87,0.01732,1.1017
247.5,2977.62,0.01685,1.0953
254,2961.79,0.01675,1.0923
259,2976.74,0.01675,1.0943
257.5,2940.25,0.01644,1.09
251,2887.61,0.01596,1.0935
249.5,2910.63,0.01536,1.0964
243.5,2952.01,0.01515,1.0975
247,2938.79,0.01553,1.0987
247,2893.06,0.01537,1.0972
250.5,2919.4,0.01589,1.096
256.5,2938.13,0.01658,1.0988
259.5,2970.27,0.01752,1.1011
257,2966.15,0.01733,1.103
258,2995.68,0.01771,1.1029
255.5,2989.69,0.01748,1.1035
258,2997.95,0.01757,1.1075
257,2986.2,0.01747,1.1127
259.5,3006.72,0.01792,1.1156
260,2995.99,0.01768,1.1152
262,3004.52,0.01759,1.1129
266,3010.29,0.01766,1.1132
267,3022.55,0.01801,1.1104
272.5,3039.42,0.01853,1.1084
264,3036.89,0.01835,1.1099
257,3046.77,0.01798,1.1115
247.5,3037.56,0.01691,1.1154
253,3066.91,0.01728,1.1157
261.5,3078.27,0.01786,1.1167
256,3074.62,0.01866,1.1129
261.5,3076.78,0.01814,1.1074
267,3085.18,0.01926,1.107
278,3093.08,0.01933,1.102
288,3087.01,0.01943,1.1022
291,3091.84,0.01909,1.1035
286.5,3094.04,0.0187,1.1012
284.5,3096.63,0.01815,1.1013
285.5,3120.46,0.01834,1.102
289,3122.03,0.01808,1.1055
289.5,3120.18,0.01786,1.1072
293,3108.46,0.01738,1.108
294.5,3103.54,0.01772,1.1079
294,3110.29,0.01774,1.1066
294.5,3133.64,0.01764,1.1023
297.5,3140.52,0.0174,1.1014
334,3153.63,0.01767,1.1023
342,3153.63,0.01767,1.1005
343.5,3140.98,0.01767,1.1012
349.5,3113.87,0.01836,1.1019
356.5,3093.2,0.01709,1.1079
363,3112.76,0.01781,1.1085
359.5,3117.43,0.01797,1.1083
353,3145.91,0.01842,1.1105
352,3135.96,0.01829,1.1059
353.5,3132.52,0.01833,1.1065
358,3141.63,0.0179,1.1093
364.5,3168.57,0.01897,1.1136
359.5,3168.8,0.01819,1.1186
361.5,3191.45,0.01892,1.1124
361.5,3192.52,0.01889,1.1137
360,3191.14,0.01924,1.1151
357,3205.37,0.01908,1.1116
363,3221.22,0.01917,1.1126
369,3224.01,0.01935,1.108
366.5,3240.02,0.01874,1.1101
367.5,3221.29,0.01895,1.1182
365.5,3257.85,0.01882,1.1221
366,3234.85,0.01788,1.1171
365.5,3237.18,0.01827,1.1198
359,3253.05,0.01874,1.1155
375,3274.7,0.01858,1.1113
366.5,3265.35,0.01825,1.1111
372,3288.13,0.01848,1.1117
367.5,3283.15,0.01818,1.1136
367,3289.29,0.01788,1.1131
367.5,3316.81,0.01809,1.1154
374.5,3329.62,0.01836,1.114
393,3329.62,0.01836,1.1095
381,3320.79,0.01769,1.1097
438.5,3321.75,0.01769,1.1086
423.5,3325.54,0.0174,1.1096
439,3295.47,0.01681,1.1055
425,3243.63,0.01605,1.1025
457,3276.24,0.01641,1.102
453.5,3273.4,0.01594,1.1023
460,3283.66,0.01558,1.1017
465,3225.52,0.0152,1.1029
472,3248.92,0.0152,1.109
475,3297.59,0.01603,1.1063
467,3334.69,0.01649,1.1047
461.5,3345.78,0.01644,1.1002
460,3327.71,0.01578,1.0983
457.5,3352.09,0.01547,1.0949
459.5,3357.75,0.0159,1.0913
473,3379.45,0.0163,1.0919
472.5,3373.94,0.01617,1.0876
464.5,3380.16,0.01588,1.0846
468,3380.16,0.01588,1.0842
470,3370.29,0.01556,1.084
491,3386.15,0.0157,1.0795
482.5,3373.23,0.01525,1.081
477.5,3337.75,0.01471,1.0788
449,3225.89,0.01377,1.0839
435,3128.21,0.0133,1.0849
452.5,3116.39,0.0131,1.0882
431,2978.76,0.01299,1.0886
421.5,2954.22,0.01127,1.0997
423.5,3090.23,0.01088,1.1051
446,3003.37,0.0101,1.1144
460,3130.12,0.00992,1.1181
452,3023.94,0.00926,1.1139
439.5,2972.37,0.00706,1.1224
418.5,2746.56,0.00499,1.1386
416.5,2882.23,0.00748,1.1398
399.5,2741.38,0.0082,1.1317
350,2480.64,0.00849,1.1262
368,2711.02,0.00951,1.1185
355,2386.13,0.00728,1.1155
375.5,2529.19,0.00997,1.1163
365,2398.1,0.01266,1.1016
380,2409.39,0.01119,1.0962
368,2304.92,0.00938,1.0657
380,2237.4,0.00764,1.0694
395,2447.33,0.00816,1.0765
406,2475.56,0.00858,1.0803
405,2630.07,0.00811,1.089
402.5,2541.47,0.00749,1.1048
420,2626.65,0.0067,1.1139
443,2584.59,0.00698,1.103
440.5,2470.5,0.00635,1.1027
432,2526.9,0.00627,1.0954
448,2488.65,0.00587,1.0847
464,2663.68,0.00676,1.0807
460,2659.41,0.00736,1.0804
473.5,2749.98,0.00764,1.0895
492,2789.82,0.00729,1.0864
499,2846.06,0.00752,1.0923
510,2783.36,0.00638,1.0985
518,2799.55,0.00609,1.0905
540,2874.56,0.00654,1.0858
560,2823.16,0.00626,1.0867
553,2736.56,0.00571,1.0865
550,2799.31,0.00619,1.0856
556,2797.8,0.00613,1.081
578,2836.74,0.00596,1.0777
592,2878.48,0.00656,1.0824
584,2863.39,0.0061,1.0825
591,2939.51,0.00627,1.0837
585,2912.43,0.00622,1.0877
582,2842.74,0.00637,1.096
609,2868.44,0.00657,1.0904
605,2848.42,0.00711,1.0839
641,2881.19,0.00631,1.0799
627,2929.8,0.00682,1.0837
630,2930.19,0.00726,1.084
659,2870.12,0.00678,1.0809
658,2820,0.00649,1.0847
664,2852.5,0.00619,1.0824
686,2863.7,0.0064,1.0807
690,2953.91,0.00744,1.0821
714,2922.94,0.00711,1.0915
698,2971.61,0.0068,1.0928
699,2955.45,0.00657,1.0953
729,2955.45,0.00657,1.0908
700,2991.77,0.00698,1.0903
659,3036.13,0.0068,1.0982
645,3029.73,0.00705,1.1017
690,3044.31,0.00648,1.1079
692,3055.73,0.00662,1.1119
692,3080.82,0.0068,1.1126
692,3122.87,0.00761,1.1189
683,3112.35,0.0082,1.1236
662,3193.93,0.00904,1.1338
660,3232.39,0.00884,1.132
665,3207.18,0.00829,1.1306
690,3190.14,0.00748,1.1332
702,3002.1,0.00653,1.1365
740,3041.31,0.00699,1.1288
765,3066.59,0.00702,1.1252
781,3124.74,0.00756,1.1338
844,3113.49,0.00733,1.1266
805,3115.34,0.00694,1.1243
808,3117.86,0.00704,1.1178
810,3131.29,0.00709,1.128
813,3050.33,0.00684,1.1312
815,3083.76,0.00674,1.1251
835,3009.05,0.00636,1.1222
810,3053.24,0.00636,1.1226
834,3100.29,0.00653,1.1247
841,3115.86,0.00682,1.1236
850,3130.01,0.00669,1.1251
851,3130.01,0.00669,1.1238
853,3171.87,0.00689,1.1319
